1157,1984,0
1158,1984,0
1159,1984,0
1194,1984,0
1210,1985,0
1225,1984,0
1251,1984,5
1253,1985,0
1257,1984,0
1258,1983,0
1259,1984,0
1261,1984,0
1265,1985,0
1266,1985,0
1268,1984,0
1269,1983,0
1271,1985,0
1276,1984,0
1294,1984,0
1299,1985,0
1310,1985,0
1318,1985,0
1321,1985,0
1323,1985,0
1325,1985,0
1326,1985,0
1330,1985,5
1331,1985,0
1334,1985,5
1335,1985,0
1357,1985,0
1362,1983,0
1363,1985,0
1365,1985,0
1381,1985,0
1382,1985,0
1383,1985,0
1384,1985,0
1385,1985,0
1387,1985,0
1388,1985,0
1390,1984,0
1396,1985,0
1404,1985,0
1405,1985,0
1408,1985,0
1409,1985,0
1411,1985,0
1424,1985,5
1427,1985,0
1434,1984,0
1435,1984,5
1450,1983,5
1452,1985,0
1455,1985,0
1458,1985,0
1459,1985,0
1460,1985,0
1466,1985,0
1472,1985,0
1473,1985,0
1482,1985,0
1483,1985,0
1485,1985,0
1487,1985,0
1491,1985,0
1492,1985,0
1496,1984,0
1512,1985,0
1518,1985,0
1526,1985,5
1527,1985,5
1540,1984,0
1569,1985,0
1572,1985,0
1574,1985,0
1576,1985,0
1578,1985,0
1579,1985,0
1581,1984,0
1599,1985,0
1602,1985,0
1603,1985,0
1605,1985,0
1620,1985,0
1621,1985,0
1623,1985,0
1624,1985,0
1628,1985,0
1630,1985,0
1633,1985,0
1634,1985,0
1638,1985,0
1640,1985,0
1669,1985,0
1674,1985,0
1678,1985,0
1681,1985,0
1686,1985,0
1692,1985,0
1694,1985,0
1695,1985,0
1696,1985,0
1697,1985,0
1706,1985,0
1709,1985,0
1713,1985,5
1714,1985,0
1718,1985,0
1720,1985,0
1721,1985,5
1722,1985,0
1724,1985,0
1726,1985,5
1727,1985,0
1728,1985,5
1730,1985,0
1745,1985,0
1746,1985,0
1747,1985,0
1748,1985,0
1749,1985,0
1750,1985,0
1753,1985,0
1755,1984,0
1756,1984,0
1757,1984,0
1765,1985,0
1767,1985,0
1769,1985,0
1771,1985,0
1775,1985,0
1785,1985,0
1786,1985,0
1790,1985,1
1794,1985,0
1796,1985,5
1797,1985,5
1802,1985,0
1803,1985,0
1804,1985,0
1806,1985,0
1809,1985,0
1815,1984,0
1821,1985,0
1822,1985,5
1824,1985,5
1830,1985,0
1833,1985,5
1836,1985,0
1840,1985,0
1841,1985,2
1843,1985,0
1851,1985,0
1856,1985,0
1857,1985,0
1858,1985,0
1861,1985,0
1867,1985,0
1868,1985,0
1869,1985,0
1876,1983,0
1882,1985,0
1886,1985,0
1888,1985,0
1890,1985,0
1893,1985,0
1896,1985,0
1899,1985,0
1904,1985,0
1908,1985,0
1920,1985,0
1921,1985,0
1924,1985,0
1926,1985,0
1930,1985,0
1931,1985,0
1932,1985,0
1934,1985,5
1938,1985,0
1939,1985,0
1951,1985,0
1952,1985,0
1955,1985,0
1956,1985,0
1957,1985,0
1959,1985,0
1960,1985,0
1961,1985,0
1962,1985,0
1966,1985,0
1969,1985,0
1971,1985,7
1973,1985,7
1974,1985,0
1975,1985,7
1976,1986,0
1977,1986,7
1979,1986,7
1983,1986,7
1985,1986,7
1987,1986,7
2001,1985,5
2002,1985,5
2003,1985,4
2005,1985,6
2006,1985,2
2007,1986,2
2008,1985,2
2009,1985,4
2010,1985,2
2014,1985,3
2024,1985,0
2026,1985,5
2027,1985,0
2028,1985,0
2029,1985,5
2030,1985,0
2034,1985,0
2045,1985,0
2057,1985,0
2060,1985,0
2065,1985,0
2077,1985,0
2078,1985,0
2079,1985,0
2082,1985,0
2096,1985,0
2097,1985,0
2098,1985,0
2112,1983,5
2113,1984,0
2114,1985,2
2118,1985,0
2135,1985,0
2146,1985,5
2147,1985,0
2148,1985,0
2151,1985,0
2154,1985,0
2156,1985,0
2162,1985,0
2164,1985,0
2171,1985,0
2172,1985,0
2173,1985,0
2174,1985,0
2177,1985,0
2179,1985,0
2181,1985,0
2186,1984,5
2189,1985,0
2190,1985,0
2191,1985,0
2192,1985,0
2193,1985,5
2195,1985,0
2205,1985,0
2209,1985,0
2216,1985,0
2218,1985,0
2222,1985,0
2223,1985,0
2224,1985,5
2228,1985,0
2229,1985,0
2230,1985,0
2235,1985,5
2238,1985,0
2241,1985,0
2243,1985,0
2246,1985,0
2247,1985,0
2249,1985,0
2250,1985,0
2254,1985,0
2257,1985,0
2264,1985,0
2270,1985,0
2276,1985,0
2278,1985,0
2281,1985,0
2286,1985,0
2287,1985,0
2291,1985,0
2293,1983,0
2297,1984,2
2300,1985,0
2301,1985,0
2302,1985,0
2303,1985,0
2304,1985,0
2305,1985,0
2306,1985,0
2318,1985,0
2322,1985,0
2323,1985,0
2328,1985,0
2330,1985,0
2331,1985,0
2362,1985,0
2365,1985,0
2366,2000,0
2368,1985,0
2413,1983,0
2415,1985,0
2431,1985,0
2432,1985,0
2434,1985,0
2444,1984,0
2462,1986,0
2464,1986,0
2496,1985,0
2498,1985,0
2529,1984,0
2543,1985,0
2546,1985,0
2561,1985,0
2564,1986,0
2590,1981,0
2591,1983,0
2598,1985,0
2601,1985,0
2614,1985,0
2616,1986,0
2617,1985,0
2648,1985,0
2650,1985,0
2651,1986,0
2652,1986,0
2654,1985,0
2658,1986,5
2660,1986,0
2662,1986,0
2663,1986,0
2664,1986,0
2691,1985,0
2739,1985,0
2749,1985,0
2753,1985,0
2756,1985,0
2759,1985,0
2764,1985,0
2767,1985,0
2769,1985,0
2782,1985,0
2789,1985,0
2793,1985,0
2794,1985,0
2831,1985,0
2832,1985,5
2833,1985,0
2834,1985,0
2835,1985,0
2836,1985,0
2837,1986,0
2840,1986,0
2845,1985,0
2847,1985,0
2851,1986,0
2852,1986,0
2853,1986,0
2855,1986,5
2859,1985,0
2869,1985,0
2887,1985,0
2888,1985,0
2889,1985,0
2890,1985,0
2894,1985,0
2895,1985,0
2898,1985,0
2902,1985,0
2903,1985,0
2909,1985,0
2910,1985,0
2934,1985,0
2957,1986,0
2964,1986,0
2980,1986,0
2981,1986,0
2982,1986,0
2983,1986,0
2985,1986,0
2987,1985,0
2990,1986,2
2991,1986,0
2994,1986,0
3003,1985,0
3015,1986,0
3024,1986,0
3032,1986,0
3033,1986,5
3034,1986,5
3035,1986,0
3037,1986,0
3040,1986,0
3041,1986,0
3042,1986,0
3043,1986,0
3046,1986,0
3049,1986,0
3050,1986,0
3065,1986,0
3066,1986,0
3070,1986,0
3080,1985,0
3081,1985,0
3082,1985,0
3083,1985,1
3087,1986,0
3094,1986,0
3100,1986,0
3102,1986,0
3103,1979,5
3106,1986,5
3107,1986,0
3110,1985,0
3123,1985,0
3125,1986,0
3133,1985,5
3134,1986,0
3142,1985,0
3146,1986,0
3156,1986,0
3157,1985,0
3168,1986,5
3178,1986,0
3179,1985,0
3183,1986,0
3199,1986,0
3200,1986,0
3214,1986,0
3217,1986,0
3223,1986,0
3225,1986,0
3227,1986,0
3228,1986,0
3229,1986,0
3231,1986,0
3232,1986,0
3241,1986,0
3242,1986,0
3243,1986,0
3245,1986,0
3255,1986,0
3275,1986,0
3312,1985,0
3321,1985,0
3323,1986,0
3405,1986,5
3414,1986,0
3416,1986,0
3420,1986,0
3422,1986,0
3423,1986,0
3425,1986,0
3427,1986,0
3429,1986,0
3440,1986,0
3443,1986,0
3445,1986,0
3446,1986,0
3447,1986,0
3452,1986,0
3459,1986,5
3460,1986,0
3461,1986,0
3462,1986,0
3464,1986,0
3465,1986,0
3468,1986,0
3476,1986,0
3477,1986,0
3495,1985,0
3497,1985,0
3504,1986,0
3512,1986,0
3515,1985,0
3522,1985,5
3523,1985,0
3524,1986,0
3526,1986,0
3533,1986,0
3544,1986,0
3545,1986,0
3552,1985,0
3554,1986,0
3555,1986,0
3556,1986,0
3557,1986,0
3562,1986,0
3569,1986,0
3585,1985,0
3591,1985,0
3593,1983,0
3595,1983,5
3611,1986,0
3613,1986,0
3614,1986,0
3616,1986,0
3617,1986,0
3620,1986,0
3621,1986,0
3622,1986,0
3623,1986,5
3628,1986,0
3630,1986,0
3641,1986,0
3642,1986,0
3643,1986,0
3644,1986,0
3646,1986,0
3647,1986,0
3650,1986,0
3651,1986,5
3656,1985,0
3660,1985,0
3671,1986,0
3672,1986,0
3678,1986,0
3702,1986,0
3707,1986,5
3712,1986,0
3724,1985,0
3728,1984,0
3732,1985,0
3734,1986,0
3735,1986,0
3737,1986,0
3764,1986,0
3765,1986,0
3770,1986,0
3774,1986,0
3784,1985,0
3787,1985,0
3798,1985,0
3806,1985,0
3807,1985,0
3808,1985,0
3811,1985,0
3819,1986,0
3820,1986,0
3825,1986,0
3826,1986,0
3827,1986,0
3828,1986,0
3836,1986,0
3859,1985,0
3862,1986,0
3863,1986,0
3864,1986,0
3868,1986,0
3870,1986,0
3872,1986,1
3873,1986,0
3874,1986,0
3878,1986,0
3887,1986,1
3892,1986,0
3894,1986,0
3895,1986,0
3899,1986,0
3900,1986,0
3902,1986,0
3903,1986,0
3906,1986,0
3922,1986,5
3925,1986,0
3926,1986,0
3930,1986,0
3931,1986,0
3932,1986,0
3937,1986,0
3938,1986,5
3939,1986,0
3941,1986,0
3946,1986,0
3947,1986,5
3950,1986,0
3952,1985,5
3954,1986,0
3986,1985,0
3996,1985,0
4009,1985,0
4010,1986,0
4011,1986,0
4012,1986,0
4014,1986,0
4017,1986,0
4024,1986,0
4027,1986,0
4031,1986,0
4034,1986,0
4056,1986,2
4060,1986,0
4062,1986,0
4076,1986,0
4077,1986,0
4078,1986,0
4079,1986,0
4080,1986,0
4081,1986,0
4085,1986,5
4090,1986,0
4092,1982,5
4094,1986,0
4097,1986,0
4098,1986,0
4102,1985,0
4120,1986,0
4121,1986,0
4141,1986,0
4142,1986,0
4150,1986,0
4155,1986,5
4163,1986,0
4165,1986,0
4171,1986,0
4177,1986,5
4184,1985,5
4185,1986,0
4191,1986,5
4211,1986,0
4215,1986,2
4226,1986,0
4230,1986,0
4233,1986,0
4235,1986,0
4238,1986,0
4257,1986,0
4258,1986,0
4259,1986,0
4272,1986,0
4274,1986,0
4275,1986,0
4278,1986,0
4331,1986,0
4369,1986,0
4370,1985,0
4385,1986,0
4387,1985,0
4425,1985,0
4428,1985,0
4429,1986,0
4434,1986,0
4437,1986,5
4438,1986,5
4488,1985,0
4552,1985,0
4559,1985,0
4560,1985,0
4584,1986,0
4596,1986,0
4598,1986,5
4613,1985,5
4614,1985,0
4617,1986,0
4618,1986,0
4636,1985,0
4639,1985,0
4648,1986,0
4649,1986,0
4651,1986,0
4655,1985,0
4663,1986,0
4682,1986,0
4693,1986,0
4694,1986,0
4695,1987,0
4703,1987,0
4704,1986,0
4714,1986,0
4777,1985,0
4796,1986,0
4799,1987,5
4828,1987,0
4831,1986,5
4833,1978,5
4839,1987,0
4842,1986,0
4843,1986,0
4844,1987,0
4845,1987,0
4846,1987,0
4847,1987,5
4849,1987,0
4851,1986,0
4856,1986,0
4858,1986,0
4862,1986,0
4867,1985,0
4894,1986,0
4896,1986,0
4897,1986,0
4926,1986,0
4931,1986,0
4968,1986,0
5064,1986,0
5159,1986,0
5161,1986,0
5165,1986,0
5167,1987,0
5168,1987,5
5177,1986,0
5178,1986,5
5179,1986,5
5180,1986,0
5181,1986,5
5182,1986,0
5184,1986,5
5188,1986,0
5190,1987,0
5191,1987,0
5192,1986,0
5194,1986,0
5197,1987,0
5200,1986,5
5217,1986,0
5221,1986,0
5224,1986,0
5245,1986,0
5259,1986,0
5264,1986,0
5267,1986,0
5279,1986,0
5327,1986,0
5328,1986,0
5334,1986,0
5335,1986,0
5336,1986,0
5339,1986,0
5350,1986,5
5364,1985,0
5371,1986,0
5378,1986,0
5380,1986,0
5384,1986,0
5519,1986,0
5523,1986,0
5559,1986,0
5560,1986,5
5561,1986,0
